EID,Title,Year,Source title,Cited by,DOI,Topic_Category,GBRS_Mentioned,BIPV_Application,Key_Sentences
2-s2.0-85196196085,Integrated renewable electrification system modeling and tri-objective optimization analysis for net zero energy institutional building: a simulated case study of green hydrogen production,2026,"Environment, Development and Sustainability",13,10.1007/s10668-024-05066-7,Net-Zero / Zero-Energy Buildings,None mentioned,Façade BIPV,"The building’s net-zero energy target will be demonstrated through optimal tri-objective measures, including technical, economic, and environmental performances, as well as the adoption of green hydrogen production from the institutional building. | The primary objective of this case study is to model and analyze the sustainability performance and reliability of a multi-renewable integrated system towards achieving net-zero energy building standards. | A combination of 100 kW solar PV, 32 vertical axis building-mounted wind turbines, and a 10 kW Photon Exchange Membrane (PEM) electrolyzer with a 30 kW hydrogen fuel cell stack is proposed to meet the 72 kW daily load profile of the institutional building located in the southern region of India, ensuring smooth operation and cost-effectiveness towards achieving net-zero energy balance."
2-s2.0-85209196228,Beyond aesthetics to elevate sustainable architectures: selective micropatterning enhanced efficiency in colored photovoltaic modules,2024,Journal of Materials Science: Materials in Electronics,1,10.1007/s10854-024-13828-2,Net-Zero / Zero-Energy Buildings,None mentioned,Generic PV / BAPV,"This attention is driven by their visual attractiveness and the opportunities they offer for integrating PV technology into diverse applications. | The enhanced efficiency and aesthetically appealing SMPCPV module achieved in this investigation are pivotal in advancing future net-zero energy buildings and fostering a more sustainable environment. | Furthermore, they contribute to the ongoing narrative of resilience and the adoption of sustainable, circular economic practices."
2-s2.0-84874017913,Comparative Sustainability Assessment of Starch Nanocrystals,2013,Journal of Polymers and the Environment,31,10.1007/s10924-012-0447-0,Other,None mentioned,Not specified,
2-s2.0-85123480424,Perspectives and review of photovoltaic-thermal panels in net-zero energy buildings,2022,Journal of Thermal Analysis and Calorimetry,20,10.1007/s10973-021-11191-6,Net-Zero / Zero-Energy Buildings,None mentioned,Generic PV / BAPV,This forward-looking perspective article presents a status overview of solar photovoltaic-thermal (PVT) panels in net-zero energy buildings from various points of view and tries to picture the future of the technology in this framework. | The potential impact of this article's advice for future research may be an increased motivation of buildings to be furnished by such solar-based energy systems and thus a higher contribution of PVT panels in net-zero and smart energy buildings.
2-s2.0-85163806968,Performance investigation of novel semitransparent buildings with integrated photovoltaic windows based on fluid-thermal-electric numerical model in the Persian Gulf region,2023,Journal of Thermal Analysis and Calorimetry,2,10.1007/s10973-023-12290-2,BIPV Economics / LCA,None mentioned,Window / Curtain Wall BIPV,"The integration of solar panels with semitransparent windows is used for electricity generation and sunlight penetration, leading to better energy efficiency and reducing energy consumption. | This paper aims to analyze the potential of a novel building-integrated photovoltaic semitransparent window as a resource of sustainable energy to save energy use in the office building. | In this study, an advanced multi-physics performance prediction approach for a semitransparent building with integrated photovoltaic windows on office building facades was developed in Bahrain’s subtropical desert climate. | A parametric study was performed to examine the thermal performance and electrical capacity of semitransparent-integrated photovoltaic solar windows that takes into account the electrical properties, combined radiation and conduction heat transfers, and equivalent heat source methods within solar energy cells."
2-s2.0-85185935818,A comprehensive review of variable refrigerant flow (VRF) and ventilation designs for thermal comfort in commercial buildings,2024,Journal of Thermal Analysis and Calorimetry,14,10.1007/s10973-023-12837-3,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,"The variable refrigerant flow (VRF) air-conditioning system is a widely adopted alternative to the existing building cooling systems due to the higher energy efficiency and individualized temperature control feature. | Together with these all, some advanced buildings’ cooling techniques and improvements toward nearly/net-zero energy buildings are briefly discussed. | A paradigm shifts from the conventional compression-based electric-powered air conditioning systems to the renewable energy driven advanced air conditioning technologies which is also an emerging research area to be focused on achieving the target of nearly/net-zero energy buildings."
2-s2.0-105015215896,"Investigating the triple effect of corrugated absorber, wick, and external reflectors on the performance of a conical solar distiller: 4E and sustainability analysis",2025,Journal of Thermal Analysis and Calorimetry,0,10.1007/s10973-025-14674-y,Other,None mentioned,Not specified,
2-s2.0-105029978004,Multi-Criteria Decision Analysis of Water–Energy Strategies for Sustainability,2026,Water Resources Management,0,10.1007/s11269-025-04419-9,BIPV Economics / LCA,None mentioned,Not specified,
2-s2.0-85072110503,Environmental sustainability assessment of seawater reverse osmosis brine valorization by means of electrodialysis with bipolar membranes,2020,Environmental Science and Pollution Research,53,10.1007/s11356-019-04788-w,Other,None mentioned,Not specified,
2-s2.0-85065651396,"Agronomic performance, energy analysis, and carbon balance comparing different fertilization strategies in horticulture under Mediterranean conditions",2019,Environmental Science and Pollution Research,37,10.1007/s11356-019-05292-x,Other,None mentioned,Not specified,
2-s2.0-85099057931,Sustainability assessment of existing onshore wind plants in the context of triple bottom line: a best-worst method (BWM) based MCDM framework,2021,Environmental Science and Pollution Research,81,10.1007/s11356-020-11940-4,Other,None mentioned,Not specified,
2-s2.0-85145898849,Ecological sustainability assessment of building glass industry in China based on the point of view of raw material emergy and chemical composition,2023,Environmental Science and Pollution Research,13,10.1007/s11356-022-24763-2,Other,None mentioned,Not specified,"In this study, the emergy method has been adopted to assess the flat building glass production in China based on raw material and chemical composition."
2-s2.0-85207358149,Comparative LCA of thermal power plant with CCS and solar PV system: sustainability assessment in Indian context,2024,Environmental Science and Pollution Research,4,10.1007/s11356-024-35248-9,BIPV Economics / LCA,None mentioned,Generic PV / BAPV,"Retrofitting thermal power facilities with emission control technology is necessary to achieve net zero emissions, but transition to renewable energy sources is inevitable."
2-s2.0-84865083457,Towards life cycle sustainability assessment: An implementation to photovoltaic modules,2012,International Journal of Life Cycle Assessment,153,10.1007/s11367-012-0433-8,Other,None mentioned,Generic PV / BAPV,
2-s2.0-84899047884,Assessing resource depletion in LCA: A review of methods and methodological issues,2014,International Journal of Life Cycle Assessment,188,10.1007/s11367-013-0650-9,Other,None mentioned,Not specified,
2-s2.0-84976293041,The assessment of the relevance of building components and life phases for the environmental profile of nearly zero-energy buildings: life cycle assessment of a multifamily building in Italy,2016,International Journal of Life Cycle Assessment,40,10.1007/s11367-016-1133-6,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,"Conclusions: Paying attention to the operative energy consumption seems to address to only one third of the environmental impacts of buildings: the adoption of LCA as a tool to guide the design choices could help to identify the solution which ensures the lowest overall impact on the whole life, balancing the options of reducing the energy requirements, the on-site production from renewable sources and the limitation of the impacts due to building components (simpler and more durable)."
2-s2.0-85013041517,Towards guidance values for the environmental performance of buildings: application to the statistical analysis of 40 low-energy single family houses’ LCA in France,2017,International Journal of Life Cycle Assessment,49,10.1007/s11367-016-1253-z,BIPV Economics / LCA,HQE,Not specified,
2-s2.0-85058643914,Life cycle sustainability analysis applied to an innovative configuration of concentrated solar power,2019,International Journal of Life Cycle Assessment,44,10.1007/s11367-018-1568-z,Other,None mentioned,Not specified,
2-s2.0-85116505897,Environmental life cycle assessment of yellow mealworm (Tenebrio molitor) production for human consumption in Austria – a comparison of mealworm and broiler as protein source,2021,International Journal of Life Cycle Assessment,35,10.1007/s11367-021-01980-4,Other,None mentioned,Not specified,
2-s2.0-85149111776,"Comparative sustainability assessment of lithium-ion, lithium-sulfur, and all-solid-state traction batteries",2023,International Journal of Life Cycle Assessment,54,10.1007/s11367-023-02134-4,Other,None mentioned,Not specified,
2-s2.0-85196283575,Methodology for social life cycle impact assessment enhanced with gender aspects applied to electric vehicle Li-ion batteries,2025,International Journal of Life Cycle Assessment,12,10.1007/s11367-024-02329-3,Other,None mentioned,Not specified,
